family,seed,method,budget,state,candidate,sign,context_signs
E2_CONTEXT_SIGN_FLIP,41001,ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,CRN_CHAIN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,CRN_CHAIN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,CRN_CHAIN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,CRN_CHAIN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,CRN_CHAIN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,CRN_CHAIN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,DOUBLE_ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,DOUBLE_ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,DOUBLE_ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,DOUBLE_ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,DOUBLE_ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,DOUBLE_ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,LEGACY_INDEPENDENT_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,LEGACY_INDEPENDENT_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,LEGACY_INDEPENDENT_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,LEGACY_INDEPENDENT_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,LEGACY_INDEPENDENT_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41001,LEGACY_INDEPENDENT_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,CRN_CHAIN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,CRN_CHAIN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,CRN_CHAIN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,CRN_CHAIN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,CRN_CHAIN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,CRN_CHAIN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,DOUBLE_ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,DOUBLE_ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,DOUBLE_ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,DOUBLE_ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,DOUBLE_ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,DOUBLE_ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,LEGACY_INDEPENDENT_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,LEGACY_INDEPENDENT_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,LEGACY_INDEPENDENT_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,LEGACY_INDEPENDENT_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,LEGACY_INDEPENDENT_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41002,LEGACY_INDEPENDENT_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,CRN_CHAIN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,CRN_CHAIN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,CRN_CHAIN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,CRN_CHAIN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,CRN_CHAIN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,CRN_CHAIN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,DOUBLE_ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,DOUBLE_ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,DOUBLE_ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,DOUBLE_ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,DOUBLE_ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,DOUBLE_ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,LEGACY_INDEPENDENT_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,LEGACY_INDEPENDENT_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,LEGACY_INDEPENDENT_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,LEGACY_INDEPENDENT_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,LEGACY_INDEPENDENT_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41003,LEGACY_INDEPENDENT_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,CRN_CHAIN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,CRN_CHAIN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,CRN_CHAIN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,CRN_CHAIN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,CRN_CHAIN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,CRN_CHAIN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,DOUBLE_ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,DOUBLE_ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,DOUBLE_ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,DOUBLE_ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,DOUBLE_ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,DOUBLE_ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,LEGACY_INDEPENDENT_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,LEGACY_INDEPENDENT_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,LEGACY_INDEPENDENT_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,LEGACY_INDEPENDENT_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,LEGACY_INDEPENDENT_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41004,LEGACY_INDEPENDENT_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,CRN_CHAIN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,CRN_CHAIN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,CRN_CHAIN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,CRN_CHAIN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,CRN_CHAIN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,CRN_CHAIN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,DOUBLE_ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,DOUBLE_ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,DOUBLE_ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,DOUBLE_ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,DOUBLE_ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,DOUBLE_ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,LEGACY_INDEPENDENT_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,LEGACY_INDEPENDENT_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,LEGACY_INDEPENDENT_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,LEGACY_INDEPENDENT_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,LEGACY_INDEPENDENT_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41005,LEGACY_INDEPENDENT_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,ANTITHETIC_CRN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,CRN_CHAIN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,CRN_CHAIN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,CRN_CHAIN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,CRN_CHAIN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,CRN_CHAIN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,CRN_CHAIN_MC,256,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,DOUBLE_ANTITHETIC_CRN_MC,8,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,DOUBLE_ANTITHETIC_CRN_MC,16,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,DOUBLE_ANTITHETIC_CRN_MC,32,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,DOUBLE_ANTITHETIC_CRN_MC,64,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
E2_CONTEXT_SIGN_FLIP,41006,DOUBLE_ANTITHETIC_CRN_MC,128,CONTEXT_CONDITIONAL_ONLY,A,,"{""-1"": -1, ""1"": 1}"
